"Name","TAID","Tax Rate"                                                        
"LIVE OAK","4149002",".0050000"                                                 
"LUBBOCK","4152006",".0050000"                                                  
"LYNN","4153005",".0050000"                                                     
"MADISON","4154004",".0050000"                                                  
"MARION","4155003",".0050000"                                                   
"MAVERICK","4159009",".0050000"                                                 
"MCCULLOCH","4160006",".0050000"                                                
"MCLENNAN","4161005",".0050000"                                                 
"MEDINA","4163003",".0050000"                                                   
"MENARD","4164002",".0050000"                                                   
"MIDLAND","4165001",".0050000"                                                  
"MILAM","4166000",".0050000"                                                    
"MITCHELL","4168008",".0050000"                                                 
"MORRIS","4172002",".0050000"                                                   
"NAVARRO","4175009",".0050000"                                                  
"OLDHAM","4180002",".0050000"                                                   
"ORANGE","4181001",".0050000"                                                   
"PALO PINTO","4182000",".0050000"                                               
"PARKER","4184008",".0050000"                                                   
"POLK","4187005",".0050000"                                                     
"RAINS","4190000",".0050000"                                                    
"REAGAN","4192008",".0050000"                                                   
"REAL","4193007",".0050000"                                                     
"RED RIVER","4194006",".0050000"                                                
"RUNNELS","4200008",".0050000"                                                  
"SABINE","4202006",".0050000"                                                   
"SAN AUGUSTINE","4203005",".0050000"                                            
"SAN JACINTO","4204004",".0050000"                                              
"SAN SABA","4206002",".0050000"                                                 
"SCHLEICHER","4207001",".0050000"                                               
"SCURRY","4208000",".0050000"                                                   
"SMITH","4212004",".0050000"                                                    
"SWISHER","4219007",".0050000"                                                  
"TERRELL","4222002",".0150000"                                                  
"TERRY","4223001",".0050000"                                                    
"TITUS","4225009",".0050000"                                                    
"TOM GREEN","4226008",".0050000"                                                
"TYLER","4229005",".0050000"                                                    
"UPSHUR","4230002",".0050000"                                                   
"UVALDE","4232000",".0050000"                                                   
"VAL VERDE","4233009",".0050000"                                                
"VICTORIA","4235007",".0050000"                                                 
"WALKER","4236006",".0050000"                                                   
"WASHINGTON","4239003",".0050000"                                               
"WEBB","4240000",".0050000"                                                     
"WHARTON","4241009",".0050000"                                                  
"WILBARGER","4244006",".0050000"                                                
"WINKLER","4248002",".0050000"                                                  
"WISE","4249001",".0050000"                                                     
"WOOD","4250007",".0050000"                                                     
"YOUNG","4252005",".0050000"                                                    
"ARANSAS CO HEALTH SERV","5004505",".0050000"                                   
"ATASCOSA CO ESD 1","5007502",".0150000"                                        
"LAS DAMAS MGMT DIST","5008501",".0150000"                                      
"AUSTIN CO ESD 2","5008510",".0150000"                                          
"BASTROP CO ESD 2","5011506",".0150000"                                         
"BAYLOR CO HOSPITAL DIST","5012505",".0100000"                                  
"SALADO LIBRARY DISTRICT","5014503",".0050000"                                  
"ROGERS MUN DEV DIST","5014512",".0025000"                                      
"HOLLAND MUN DEV DIST","5014521",".0025000"                                     
"BALCONES HEIGHTS CRM CON","5015502",".0050000"                                 
"SHAVANO PARK CRIME CONTROL","5015511",".0025000"                               
"SELMA MUNIC DEV DIST","5015520",".0050000"                                     
"CASTLE HILLS CRM CONT","5015539",".0025000"                                    
"WINDCREST CRIME CONT","5015548",".0025000"                                     
"CIBOLO CAN IMP DIST","5015557",".0150000"                                      
"FAIR OAKS RANCH MUN DEV DIS","5015566",".0050000"                              
"LEON VALLEY CRIME CONTROL","5015575",".0012500"                                
"KIRBY CRIME CONTROL","5015584",".0025000"                                      
"BEXAR CO ESD 3","5015593",".0150000"                                           
"BEXAR CO ESD 7","5015600",".0150000"                                           
"BEXAR CO ESD 6","5015619",".0150000"                                           
"BEXAR CO ESD 5","5015628",".0150000"                                           
"BEXAR CO ESD 2","5015637",".0150000"                                           
"CROSSWINDS AT SL IMP DIST","5015646",".0150000"                                
"BEXAR CO ESD 10","5015655",".0150000"                                          
"BEXAR CO ESD 12","5015664",".0150000"                                          
"BEXAR CO ESD 8","5015673",".0150000"                                           
"BEXAR CO ESD 4","5015682",".0150000"                                           
"BEXAR CO ESD 11","5015691",".0150000"                                          
"WESTSIDE 211 SID","5015708",".0150000"                                         
"BLANCO CO SO LIB DIST","5016501",".0050000"                                    
"BLANCO CO NO LIB DIST","5016510",".0050000"                                    
"BLANCO CO ESD 1","5016529",".0100000"                                          
"BLANCO CO ESD 2","5016538",".0100000"                                          
"RICHWOOD CRM CONT","5020505",".0025000"                                        
"IOWA COLONY CRIME CONT","5020523",".0050000"                                   
"BRAZORIA CO MGMT DIST 1","5020532",".0150000"                                  
"SWEENY CRIME CONTROL","5020541",".0012500"                                     
"BRAZOS CO ESD 2","5021504",".0150000"                                          
"BRAZOS CO ESD 1","5021513",".0150000"                                          
"BRAZOS CO ESD 3","5021522",".0150000"                                          
"BRAZOS CO ESD 4","5021531",".0150000"                                          
"BREWSTER CO ESD 1","5022503",".0150000"                                        
"BROOKS CO HEALTH SERVICES","5024501",".0050000"                                
"BANGS MUNI DEV DIST","5025500",".0025000"                                      
"EARLY MUN DEV DIST","5025519",".0050000"                                       
"BROWNWOOD MUN DEV DIST","5025528",".0050000"                                   
"COTTONWOOD SHORES CRM CON","5027508",".0050000"                                
"BERTRAM MUNI DEV DIST","5027517",".0025000"                                    
"BURNET CO ESD 8","5027526",".0200000"                                          
"BURNET CO ESD 6","5027535",".0200000"                                          
"BURNET CO ESD 4","5027544",".0200000"                                          
"BURNET CO ESD 9","5027553",".0200000"                                          
"BURNET CO ESD 5","5027562",".0200000"                                          
"BURNET CO ESD 2","5027571",".0200000"                                          
"BURNET CO ESD 3","5027580",".0200000"                                          
"CALDWELL HAYS ESD 1","5028507",".0050000"                                      
"CALDWELL HAYS ESD 1-A","5028516",".0150000"                                    
"CALDWELL CO ESD 2","5028525",".0150000"                                        
"CALDWELL CO ESD 4","5028534",".0150000"                                        
"CALDWELL CO ESD 3","5028543",".0150000"                                        
"CALDWELL CO ESD 3-A","5028552",".0025000"                                      
"POINT COMFORT MUN DEV DIST","5029506",".0050000"                               
"PORT O CONNOR IMP DIST","5029515",".0150000"                                   
"RIO HONDO MUN DEV DIST","5031502",".0025000"                                   
"COMBES MUN DEV DIST","5031511",".0025000"                                      
"HUGHES SPGS MUN DEV DIST","5034518",".0050000"                                 
"CASS CO ESD 2","5034527",".0025000"                                            
"CASS CO ESD 3","5034536",".0200000"                                            
"CASS CO ESD 3-A","5034545",".0100000"                                          
"CHAMBERS CO HEALTH SER","5036507",".0050000"                                   
"BAYTOWN MUN DEV DIST","5036516",".0050000"                                     
"WINNIE-STOWELL HOS DIS","5036525",".0075000"                                   
"ANAHUAC MUN DEV DIST","5036534",".0050000"                                     
"CHAMBERS CO ESD 1","5036543",".0062500"                                        
"CHILDRESS MUN DEV DIST","5038505",".0050000"                                   
"MURPHY MUN DEV DIST","5043508",".0025000"                                      
"LUCAS FIRE CONTROL","5043517",".0050000"                                       
"LOWRY CROSSING MUN DEV DIST","5043526",".0050000"                              
"PROSPER CRIME CONTROL","5043535",".0025000"                                    
"PROSPER FIRE CONTROL","5043544",".0025000"                                     
"MELISSA CRIME CONTROL","5043553",".0025000"                                    
"MELISSA FIRE CONTROL","5043562",".0025000"                                     
"JOSEPHINE MUN DEV DIST","5043571",".0050000"                                   
"RICE HOSPITAL DISTRICT","5045506",".0050000"                                   
"CANYON LAKE LIB DIST","5046505",".0050000"                                     
"BULVERDE AREA LIB DIST","5046514",".0050000"                                   
"COMAL CO ESD 3","5046523",".0100000"                                           
"COMAL CO ESD 6","5046532",".0050000"                                           
"COMAL CO ESD 4","5046550",".0100000"                                           
"COMAL CO ESD 5","5046569",".0100000"                                           
"COMAL CO ESD 5-A","5046578",".0062500"                                         
"COMAL CO ESD 7","5046587",".0150000"                                           
"COMAL CO ESD 7-A","5046596",".0100000"                                         
"PADUCAH MUN DEV DIST","5051507",".0025000"                                     
"COTTLE CO ASST DIST 1","5051516",".0200000"                                    
"CRANE CO ASST DIST","5052506",".0050000"                                       
"COPPELL CRIME CONTROL","5057501",".0025000"                                    
"CEDAR HILL CRIME CONTROL","5057510",".0012500"                                 
"SACHSE MUN DEV DIST","5057529",".0025000"                                      
"DELTA CO ESD","5060506",".0050000"                                             
"DENTON CO DEV DIS 4","5061523",".0050000"                                      
"ARGYLE CRIME CONT DIST","5061550",".0025000"                                   
"CORINTH CRIME CONT","5061569",".0025000"                                       
"FLOWER MOUND CRM CONT","5061578",".0025000"                                    
"FLOWER MOUND FIRE CONT","5061587",".0025000"                                   
"LAKEWOOD VIL MUN DEV DIST","5061596",".0050000"                                
"BARTONVILLE CRM CONT","5061603",".0025000"                                     
"CORRAL CITY MUN DEV DIS","5061612",".0050000"                                  
"OAK POINT MUN DEV DIST","5061621",".0025000"                                   
"LEWISVILLE CRIME CONTROL","5061630",".0012500"                                 
"LEWISVILLE FIRE CONTROL","5061649",".0012500"                                  
"CROSS ROADS MUN DEV DIST","5061658",".0025000"                                 
"TROPHY CLUB CRIME CONT","5061667",".0025000"                                   
"AUBREY MUN DEV DIST","5061676",".0050000"                                      
"COPPER CANYON CRIME CONTROL","5061685",".0100000"                              
"KRUM CRIME CONTROL","5061694",".0025000"                                       
"CORINTH FIRE CONTROL","5061701",".0025000"                                     
"ARGYLE MUN DEV DIST","5061710",".0025000"                                      
"PILOT POINT MUN DEV DIST","5061729",".0050000"                                 
"ROANOKE CRIME CONTROL","5061738",".0050000"                                    
"DONLEY CO ASST DIST 1","5065501",".0100000"                                    
"SAN DIEGO MUN DEV DIST","5066500",".0050000"                                   
"DUVAL CO ESD 1","5066519",".0025000"                                           
"EASTLAND MEM HOSP DIST","5067509",".0050000"                                   
"RISING STAR MUNI DEV DIST","5067518",".0025000"                                
"ECTOR CO HOSPITAL DIST","5068508",".0075000"                                   
"ECTOR CO ASST DIST","5068535",".0125000"                                       
"OVILLA MUN DEV DIST","5070504",".0025000"                                      
"ENNIS CRIME CONTROL","5070513",".0025000"                                      
"ELLIS CO ESD 2","5070522",".0200000"                                           
"ELLIS CO ESD 2-A","5070531",".0175000"                                         
"EL PASO CO ESD 2","5071503",".0050000"                                         
"EL PASO CO ESD 1","5071512",".0150000"                                         
"ERATH CO DEV DIST 1","5072502",".0050000"                                      
"ALIANA MGMT DIST","5079505",".0200000"                                         
"FT BEND CO ASST DIST 1","5079514",".0100000"                                   
"FT BEND CO ASST DIST 2","5079523",".0100000"                                   
"FT BEND CO ASST DIST 4","5079532",".0100000"                                   
"FT BEND CO ASST DIST 5","5079541",".0100000"                                   
"FT BEND CO ASST DIST 6","5079550",".0100000"                                   
"FT BEND CO IMP DIST 24","5079569",".0100000"                                   
"FT BEND CO ESD 7","5079578",".0100000"                                         
"FT BEND CO ASST DIST 9","5079587",".0100000"                                   
"FT BEND CO ASST DIST 8","5079596",".0200000"                                   
"FT BEND CO ASST DIST 7","5079603",".0200000"                                   
"FT BEND CO MMD 1","5079612",".0100000"                                         
"FT BEND CO ASST DIS 10","5079621",".0200000"                                   
"FT BEND CO ASST DIS 11","5079630",".0200000"                                   
"FT BEND CO ASST DIS 16","5079649",".0200000"                                   
"FT BEND CO ASST DIS 20","5079658",".0200000"                                   
"FT BEND CO ASST DIS 19","5079667",".0200000"                                   
"FT BEND CO ASST DIS 22","5079676",".0200000"                                   
"FT BEND CO ASST DIS 17","5079685",".0200000"                                   
"FT BEND CO ASST DIS 18","5079694",".0200000"                                   
"FT BEND CO ASST DIS 21","5079701",".0200000"                                   
"FT BEND CO ESD 5","5079710",".0100000"                                         
"FT BEND CO ASST DIS 12","5079729",".0200000"                                   
"FT BEND CO ASST DIS 23","5079738",".0200000"                                   
"FT BEND CO ESD 8","5079747",".0050000"                                         
"FT BEND CO ESD 8-A","5079756",".0200000"                                       
"FT BEND CO ESD 2","5079765",".0200000"                                         
"FT BEND CO ESD 2-A","5079774",".0100000"                                       
"FRIO CO ESD 1","5082500",".0150000"                                            
"DICKINSON MGMT DIST","5084508",".0050000"                                      
"GALVESTON CO ESD 2","5084517",".0200000"                                       
"GONZALES CO ESD 1","5089503",".0037500"                                        
"GONZALES CO ESD 1-A","5089512",".0012500"                                      
"GONZALES CO ESD 2","5089521",".0112500"                                        
"GONZALES CO ESD 2-A","5089530",".0037500"                                      
"GUNTER MUN DEV DIST","5091509",".0050000"                                      
"GREGG CO ESD 2","5092508",".0150000"                                           
"GREGG CO ESD 1-A","5092517",".0150000"                                         
"STAPLES MUN DEV DIST","5094506",".0050000"                                     
"EVANT MUN DEV DIST","5097503",".0025000"                                       
"HARDIN CO ESD 2","5100508",".0200000"                                          
"HARDIN CO ESD 6","5100517",".0200000"                                          
"HARDIN CO ESD 4","5100526",".0200000"                                          
"HARDIN CO ESD 5","5100535",".0200000"                                          
"HARDIN CO ESD 1","5100544",".0200000"                                          
"HARDIN CO ESD 3","5100553",".0200000"                                          
"PASADENA CRIME CONTROL","5101516",".0050000"                                   
"JERSEY VILLAGE CRM CON","5101525",".0050000"                                   
"E ALDINE MGMT DIST","5101534",".0100000"                                       
"OLD TOWN SPG IMP DIST","5101543",".0100000"                                    
"SOUTH HOUSTON CRM CON","5101552",".0025000"                                    
"MORGANS PT MUN DEV DIS","5101561",".0050000"                                   
"SEABROOK CRIME CONTROL","5101570",".0050000"                                   
"AIRLINE IMP DIST","5101589",".0100000"                                         
"HARRIS CO ESD 5","5101598",".0100000"                                          
"HARRIS CO ESD 80","5101605",".0100000"                                         
"HARRIS CO ESD 21","5101614",".0100000"                                         
"BAYTOWN FIRE CON PREV EMS","5101623",".0012500"                                
"BAYTOWN CRIME CONTROL","5101632",".0012500"                                    
"NASA MGMT DIST","5101641",".0025000"                                           
"PEARLAND MGMT DIST 1","5101650",".0050000"                                     
"HARRIS-FT BEND ESD 100","5101669",".0100000"                                   
"HARRIS CO ESD 2","5101678",".0100000"                                          
"HARRIS CO ESD 60","5101687",".0100000"                                         
"LK PEARLAND MGMT DIST","5101696",".0050000"                                    
"HARRIS CO ESD 4","5101703",".0100000"                                          
"HARRIS CO ESD 6","5101712",".0050000"                                          
"HARRIS CO ESD 12","5101721",".0050000"                                         
"HARRIS CO ESD 10","5101730",".0100000"                                         
"HARRIS CO ESD 50","5101749",".0100000"                                         
"HARRIS CO IMP DIST 18","5101758",".0100000"                                    
"HARRIS CO ESD 14","5101767",".0200000"                                         
"HARRIS CO ESD 46","5101776",".0100000"                                         
"HARRIS CO ESD 28","5101785",".0100000"                                         
"HARRIS CO ESD 7","5101794",".0100000"                                          
"LA PORTE FIRE CONT","5101801",".0025000"                                       
"DEER PARK CRIME CONTROL","5101810",".0025000"                                  
"DEER PARK FIRE CONT","5101829",".0025000"                                      
"E ALDINE MGMT DIST SPEC ZN","5101838",".0100000"                               
"HARRIS CO ESD 17","5101847",".0100000"                                         
"HARRIS CO ESD 15","5101856",".0100000"                                         
"BRIDGELAND MGMT DIST","5101865",".0100000"                                     
"HARRIS CO ESD 20","5101874",".0100000"                                         
"HARRIS CO ESD 9","5101883",".0100000"                                          
"HARRIS CO ESD 29","5101892",".0100000"                                         
"HARRIS CO ESD 4-A","5101909",".0200000"                                        
"HARRIS CO ESD 48","5101918",".0100000"                                         
"HARRIS CO ESD 16","5101927",".0100000"                                         
"GENERATION PK MG DIST","5101936",".0200000"                                    
"HARRIS CO ESD 47","5101945",".0100000"                                         
"HARRIS CO ESD 24","5101954",".0100000"                                         
"HARRIS CO ESD 13","5101963",".0100000"                                         
"JERSEY VILLAGE FIRE CONT","5101972",".0050000"                                 
"WIMBERLEY VIL LIB DIST","5105503",".0050000"                                   
"DRIPPING SPGS LIB DIST","5105512",".0025000"                                   
"HAYS CO ESD 3","5105530",".0150000"                                            
"HAYS CO ESD 8","5105549",".0050000"                                            
"DRIFTWOOD ECD MUN MGMT DIST","5105558",".0125000"                              
"HAYS CO ESD 8-A","5105567",".0150000"                                          
"HAYS CO ESD 3-A","5105576",".0050000"                                          
"HAYS CO ESD 5","5105585",".0050000"                                            
"HAYS CO ESD 5-A","5105594",".0150000"                                          
"HAYS CO ESD 6","5105601",".0025000"                                            
"N HAYS CO ESD 1","5105610",".0050000"                                          
"HAYS CO ESD 6-A","5105629",".0075000"                                          
"HAYS CO ESD 4","5105638",".0100000"                                            
"MALAKOFF CRIME CONTROL","5107501",".0037500"                                   
"HENDERSON CO ESD 6","5107510",".0175000"                                       
"PALMHURST CRIME CONT","5108500",".0050000"                                     
"SULLIVAN CITY CRM CON","5108519",".0050000"                                    
"PENITAS CRIME CONT","5108537",".0050000"                                       
"PALMVIEW MUN DEV DIST","5108546",".0050000"                                    
"ELSA MUN DEV DIST","5108555",".0050000"                                        
"SULLIVAN CITY MUN DEV","5108564",".0050000"                                    
"MALONE MUN DEV DIST","5109509",".0050000"                                      
"HILL CO ESD 2","5109518",".0050000"                                            
"HILL CO ESD 2-A","5109527",".0100000"                                          
"HOOD CO DEV DIST 1","5111505",".0050000"                                       
"GRAPELAND MUN DEV DIST","5113503",".0050000"                                   
"HAWK COVE MUN DEV DIST","5116500",".0025000"                                   
"FRITCH CRIME CONTROL","5117509",".0025000"                                     
"JASPER CO DEV DIST 1","5121503",".0050000"                                     
"JASPER CO ESD 1","5121512",".0200000"                                          
"JASPER CO ESD 4","5121521",".0200000"                                          
"JASPER CO ESD 4-A","5121530",".0150000"                                        
"JASPER CO ESD 4-B","5121549",".0050000"                                        
"JASPER CO ESD 3","5121558",".0200000"                                          
"JEFF DAVIS CO HEALTH SERV","5122502",".0050000"                                
"JEFF DAVIS CO ESD 1","5122511",".0100000"                                      
"JEFFERSON CO AST DIS 4","5123501",".0100000"                                   
"JEFFERSON CO ESD 3","5123510",".0150000"                                       
"JEFFERSON CO ESD 4","5123538",".0150000"                                       
"JEFFERSON CO ESD 4-A","5123547",".0050000"                                     
"JIM HOGG CO HEALTH SERV","5124500",".0050000"                                  
"JIM HOGG CO ASST DIST","5124519",".0050000"                                    
"JOHNSON CO ESD 1","5126508",".0050000"                                         
"JOHNSON CO ESD 1-A","5126517",".0100000"                                       
"JOHNSON CO ESD 1-B","5126526",".0200000"                                       
"HAMLIN MUN DEV DIST","5127507",".0050000"                                      
"KEMP MUN DEV DIST","5129514",".0025000"                                        
"KAUFMAN CO ASST DIST 1","5129523",".0200000"                                   
"KAUFMAN CO ASST DIST 2","5129532",".0200000"                                   
"KAUFMAN CO ASST DIST 3","5129541",".0200000"                                   
"KAUFMAN CO ESD 6","5129550",".0200000"                                         
"KAUFMAN CO ESD 4","5129569",".0175000"                                         
"KAUFMAN CO ESD 7","5129578",".0200000"                                         
"KAUFMAN CO ESD 3","5129596",".0200000"                                         
"KAUFMAN CO ESD 3-A","5129603",".0050000"                                       
"FORNEY CRIME CONTROL","5129612",".0025000"                                     
"KIMBLE CO ESD","5134508",".0050000"                                            
"KINNEY CO HEALTH SERVICES","5136506",".0050000"                                
"RENO CRIME CONTROL","5139503",".0050000"                                       
"SW LEON CO ESD 2","5145015",".0150000"                                         
"LIBERTY CO ESD 7","5146504",".0050000"                                         
"LIBERTY CO MMD 1","5146513",".0150000"                                         
"LIBERTY CO ESD 3","5146522",".0100000"                                         
"LIBERTY CO ESD 7-A","5146531",".0150000"                                       
"LIBERTY CO ESD 1","5146540",".0150000"                                         
"LIBERTY CO ESD 2","5146559",".0150000"                                         
"LIBERTY CO ESD 2-A","5146568",".0050000"                                       
"LIMESTONE CO ESD 2","5147503",".0200000"                                       
"LIMESTONE CO ESD 1","5147512",".0200000"                                       
"MARION CO ASST DIST","5155502",".0150000"                                      
"MASON CO HEALTH SERVICES","5157500",".0100000"                                 
"MAVERICK CO LFW AND CDC","5159508",".0050000"                                  
"MCCULLOCH CO HOSP DIST","5160505",".0025000"                                   
"NATALIA MUNI DEV DIST","5163502",".0050000"                                    
"MEDINA CO ESD 1","5163511",".0150000"                                          
"MEDINA CO ESD 6","5163520",".0150000"                                          
"MEDINA CO ESD 2","5163539",".0125000"                                          
"MEDINA CO ESD 4","5163548",".0025000"                                          
"MEDINA CO ESD 5","5163557",".0125000"                                          
"MEDINA CO ESD 4-A","5163566",".0012500"                                        
"MEDINA CO ESD 5-A","5163575",".0087500"                                        
"MIDLAND CO HOSP DIST","5165500",".0025000"                                     
"ROCKDALE MUN DEVEL DIS","5166527",".0050000"                                   
"THE WOODLANDS TOWNSHIP","5170503",".0100000"                                   
"E MONT CO IMP DIST","5170512",".0100000"                                       
"MONTGOMERY CO ESD 6","5170567",".0050000"                                      
"MONTGOMERY CO ESD 7","5170576",".0050000"                                      
"MONTGOMERY CO ESD 9","5170585",".0200000"                                      
"MONTGOMERY CO ESD 3","5170594",".0200000"                                      
"MONTGOMERY CO ESD 1","5170610",".0200000"                                      
"THE WOODLANDS TNSP EDZ","5170629",".0100000"                                   
"E MONT CO IMP DIST EDZ 1","5170647",".0050000"                                 
"SHENANDOAH MUN DEV DIST","5170665",".0050000"                                  
"MONTGOMERY CO ESD 4","5170674",".0150000"                                      
"E MONT CO IMP DIST EDZ 2","5170683",".0050000"                                 
"E MONT CO IMP DIST A","5170692",".0150000"                                     
"WESTWOOD MAGNOLIA IMP DIST","5170709",".0200000"                               
"MONTGOMERY CO ESD 8","5170718",".0100000"                                      
"MONTGOMERY CO ESD 7-A","5170727",".0200000"                                    
"MONTGOMERY CO ESD 10","5170745",".0100000"                                     
"E MONT CO IMP DIST EDZ 3","5170754",".0050000"                                 
"E MONT CO IMP DIST EDZ 4","5170763",".0050000"                                 
"MONTGOMERY CO ESD 14","5170772",".0100000"                                     
"MONTGOMERY CO ESD 2","5170781",".0200000"                                      
"MONTGOMERY CO ESD 1-A","5170790",".0050000"                                    
"MONTGOMERY CO ESD 1-B","5170807",".0100000"                                    
"WESTWOOD MAG IMP DIS A","5170816",".0100000"                                   
"MONTGOMERY CO ESD 14-A","5170825",".0200000"                                   
"WOOD TRACE MGMT DIST","5170834",".0100000"                                     
"AUDUBON MGMT DIST","5170843",".0100000"                                        
"NACOGDOCHES CO HOSP DIST","5174509",".0100000"                                 
"SWEETWATER MUN DEV DIST","5177506",".0050000"                                  
"CORPUS CHRISTI CRIME CON","5178505",".0012500"                                 
"NUECES CO ESD 4","5178514",".0150000"                                          
"NUECES-JIM WELLS ESD 5","5178523",".0150000"                                   
"ORANGE CO ESD 3","5181500",".0150000"                                          
"PALO PINTO CO ESD 2","5182509",".0150000"                                      
"PALO PINTO CO ESD 1","5182518",".0050000"                                      
"PALO PINTO CO ESD 1-A","5182527",".0150000"                                    
"AZLE CRM CONTROL DIST","5184516",".0025000"                                    
"ANNETTA CRIME CONTROL","5184525",".0025000"                                    
"PARKER CO ESD 1","5184534",".0050000"                                          
"PARKER CO ESD 8","5184543",".0150000"                                          
"PARKER CO ESD 1-A","5184552",".0150000"                                        
"PARKER CO ESD 7","5184561",".0050000"                                          
"POTTER CO ASST DIST 1","5188503",".0200000"                                    
"PRESIDIO MUN DEV DIST","5189502",".0050000"                                    
"RANDALL CO ASST DIST 1","5191508",".0050000"                                   
"BOGATA CRIME CONTROL","5194505",".0050000"                                     
"REEVES CO HOSPITAL DIST","5195504",".0050000"                                  
"REEVES CO ASST DIST 1","5195513",".0150000"                                    
"ROBERTSON CO ESD","5198501",".0200000"                                         
"ROCKWALL CO ASST DIST","5199500",".0050000"                                    
"FATE MUN DEV DIST","5199519",".0050000"                                        
"OVERTON MUN DEV DIST","5201506",".0050000"                                     
"GREGG CO ESD 1","5201515",".0200000"                                           
"RUSK CO ESD 1","5201524",".0200000"                                            
"RUSK CO ESD 1-A","5201533",".0100000"                                          
"RUSK CO ESD 1-B","5201542",".0050000"                                          
"SAN JACINTO CO ESD","5204503",".0050000"                                       
"ARANSAS PASS DEVELOP DIST","5205502",".0050000"                                
"ARANSAS PASS CRM CONT","5205511",".0050000"                                    
"SCHLEICHER CO HEALTH SERV","5207500",".0050000"                                
"TIMPSON LIBRARY DIST","5210505",".0050000"                                     
"SMITH CO ESD 2","5212503",".0150000"                                           
"SMITH CO ESD 2-A","5212512",".0050000"                                         
"SMITH CO ESD 2-B","5212521",".0025000"                                         
"SMITH CO ESD 1","5212530",".0150000"                                           
"SOMERVELL CO ASST DIST","5213511",".0200000"                                   
"FORT WORTH CRIME CONTROL","5220503",".0050000"                                 
"HURST CRIME CONTROL DIST","5220512",".0050000"                                 
"EULESS CRIME CONTROL DIST","5220521",".0025000"                                
"HALTOM CITY CRIME CONTROL","5220530",".0025000"                                
"NO RICHLAND HILLS CRM CON","5220549",".0050000"                                
"WHITE SETTLEMENT CRM CON","5220558",".0050000"                                 
"WATAUGA CRM CONTROL DIST","5220567",".0050000"                                 
"RIVER OAKS CRIME CONTROL","5220576",".0050000"                                 
"SAGINAW CRIME CONTROL","5220585",".0037500"                                    
"SOUTHLAKE CRIME CONTROL","5220594",".0012500"                                  
"DALWORTHINGTON GDN CR CON","5220601",".0050000"                                
"BENBROOK LIBRARY DISTRICT","5220610",".0050000"                                
"COLLEYVILLE CRIME CONTROL","5220629",".0050000"                                
"FOREST HILL LIB DIST","5220638",".0025000"                                     
"WESTWORTH VIL CRM CON","5220647",".0050000"                                    
"BLUE MOUND CRIME CONTROL","5220665",".0050000"                                 
"SANSOM PARK CRIME CONT","5220674",".0050000"                                   
"KELLER CRIME CONT DIST","5220683",".0025000"                                   
"EVERMAN CRIME CONTROL","5220692",".0025000"                                    
"LAKE WORTH CRM CON","5220709",".0025000"                                       
"CROWLEY CRIME CONTROL","5220718",".0050000"                                    
"RICHLAND HILLS CRM CON","5220727",".0037500"                                   
"GRAPEVINE CRIME CONTROL","5220736",".0050000"                                  
"GRAND PRAIRIE CRIME CON","5220745",".0025000"                                  
"AZLE MUNI DEV DIST","5220754",".0050000"                                       
"TARRANT CO ESD 1","5220763",".0200000"                                         
"TUSCOLA MUN DEV DIST","5221502",".0025000"                                     
"TUSCOLA CRIME CONTROL","5221511",".0050000"                                    
"WESTBANK LIBRARY DISTRICT","5227506",".0050000"                                
"WELLS BRANCH LIBRARY DIST","5227515",".0050000"                                
"TRAVIS CO ESD 2","5227524",".0050000"                                          
"TRAVIS CO ESD 4","5227533",".0100000"                                          
"TRAVIS CO ESD 11","5227542",".0100000"                                         
"TRAVIS CO ESD 3","5227551",".0200000"                                          
"LAKE TRAVIS LIB DISTRICT","5227560",".0025000"                                 
"E TRAVIS GATEWAY LIB D","5227579",".0050000"                                   
"TRAVIS CO ESD 8","5227588",".0075000"                                          
"TRAVIS CO ESD 5","5227597",".0100000"                                          
"TRAVIS CO ESD 6","5227604",".0100000"                                          
"TRAVIS CO ESD 11-A","5227613",".0150000"                                       
"TRAVIS CO ESD 6-A","5227622",".0175000"                                        
"TRAVIS CO ESD 5-A","5227631",".0200000"                                        
"TRAVIS CO ESD 12","5227640",".0050000"                                         
"TRAVIS CO ESD 12-A","5227659",".0200000"                                       
"TRAVIS CO ESD 14","5227668",".0200000"                                         
"TRAVIS CO ESD 8-A","5227677",".0175000"                                        
"TRAVIS CO ESD 4-A","5227686",".0200000"                                        
"TRAVIS CO ESD 2-A","5227695",".0100000"                                        
"TRAVIS CO ESD 10","5227702",".0150000"                                         
"SUNSET VALLEY CRM CONT","5227711",".0012500"                                   
"TRAVIS CO ESD 9","5227720",".0150000"                                          
"TRAVIS CO ESD 1","5227739",".0100000"                                          
"TRAVIS CO ESD 13","5227748",".0200000"                                         
"TYLER CO ESD 2","5229504",".0150000"                                           
"TYLER CO ESD 5","5229513",".0150000"                                           
"TYLER CO ESD 4","5229522",".0150000"                                           
"BIG SANDY MUN DEV DIST","5230011",".0025000"                                   
"UVALDE CO HEALTH SERVICES","5232509",".0050000"                                
"UVALDE CO ESD 2","5232518",".0100000"                                          
"WALKER CO ESD 2","5236505",".0150000"                                          
"WALKER CO ESD 1","5236514",".0150000"                                          
"PRAIRIE VIEW CRM CONT","5237504",".0025000"                                    
"WALLER-HARRIS ESD 200","5237513",".0100000"                                    
"E WALLER CO MGMT DIST","5237522",".0100000"                                    
"PATTISON MUN DEV DIST","5237531",".0050000"                                    
